Timestamp,Vibration_Intensity_ms2,Stress_Level_Pa,Temperature_C,Wave_Impact_Force_N,Humidity_Percent,Anomaly_Flag,Failure_Prediction_Score
2024-10-31 00:00:00,0.15326955437048845,1238.2988950841338,22.491776446714226,115.62783002364691,66.66285189663289,Anomaly,0.7724190019125554
2024-10-31 00:05:00,0.25980751107630634,860.8431167363555,27.774053187349992,97.52655707963831,68.17174265575592,Normal,0.6902290694444841
2024-10-31 00:10:00,0.2732100636261794,1148.7305068229591,26.63040685004905,78.56563841303553,71.4787389323506,Normal,0.847575317037659
2024-10-31 00:15:00,0.25923719493533404,1182.4647866500381,22.976923417337737,116.35594497071442,72.8014875076592,Normal,0.8504695882603531
2024-10-31 00:20:00,0.22462186695770836,1014.8048609368129,23.37223142180183,88.74595668466992,77.5196837308313,Normal,0.7320242974261149
2024-10-31 00:25:00,0.2144915020935356,1134.971780483384,23.523358119208666,86.85236684263087,61.87128708837662,Normal,0.7819773923352277
2024-10-31 00:30:00,0.13920310910120492,1047.1533391042597,25.44893072191231,82.66642757293431,71.3171888432536,Normal,0.6627797786533347
2024-10-31 00:35:00,0.18770904366444713,1192.6594532935578,24.91567478180729,84.81085360032674,70.92696320258277,Normal,0.7840387703112259
2024-10-31 00:40:00,0.16580698983267816,1434.271126222885,24.859558321047086,84.09001190799712,69.66620410911335,Anomaly,0.8829425529441206
2024-10-31 00:45:00,0.10872439455076452,1088.2215722543037,24.243052016224613,106.56614351242668,71.7771978618023,Normal,0.6528351806779165
2024-10-31 00:50:00,0.2528521709582683,1186.8308514169896,25.267283908032724,131.01272476510908,68.85232031594884,Normal,0.8462675966667631
2024-10-31 00:55:00,0.16520850268038625,985.0886567198876,26.25569961987786,72.0654110647361,65.00593144507687,Normal,0.65775283104033
2024-10-31 01:00:00,0.2597970953717654,1151.378449183813,24.80770263872177,93.17986672411493,71.06762962964237,Normal,0.835486319963672
2024-10-31 01:05:00,0.24408732003800063,1084.7424948706862,24.005988922098236,96.71893534487862,73.2462724988563,Normal,0.7864585674733436
