Timestamp,SV_Latitude,SV_Longitude,SV_Temperature_C,SV_Salinity_PSU,Satellite_Latitude,Satellite_Longitude,Satellite_Confidence_Score,Distance_Discrepancy_m,Alignment_Status
2024-10-31 00:00:00,25.01702984176349,-86.11204881038597,29.46912299542349,35.83528940184829,25.021262045244473,-86.10963458446805,0.872079681023903,528.361961884242,Not Aligned
2024-10-31 00:05:00,29.011891219546015,-88.80899942390644,27.31576664453245,35.17018111970937,29.010854893975097,-88.80945820657519,0.8783496175210423,123.25280992504933,Not Aligned
2024-10-31 00:10:00,22.608351628039763,-89.19556799790666,29.697249878472082,35.02731508718387,22.604727254033886,-89.19312843200333,0.9587042529280649,473.2902048795758,Not Aligned
2024-10-31 00:15:00,28.678285021649327,-88.43492100919543,27.117285422163203,35.103087541413366,28.678087542024713,-88.43190430020805,0.8648308805924346,295.66187373030544,Not Aligned
2024-10-31 00:20:00,26.442414008259817,-87.50106805132636,26.933310455953617,35.09883818160669,26.44275768888986,-87.50231134457225,0.900379636080533,129.7201317844008,Not Aligned
2024-10-31 00:25:00,20.20340831067601,-85.11481646069174,25.84729434571677,35.407876069395336,20.203428330778248,-85.1134366327499,0.9247814065715794,144.22561323253214,Not Aligned
2024-10-31 00:30:00,27.24631336899394,-82.98502099434216,28.599190934479893,35.38256507216854,27.2478509913883,-82.98415245223087,0.846435710036721,190.86226138982335,Not Aligned
2024-10-31 00:35:00,20.35551877549055,-80.136014235147,28.8144194168437,35.718871758129744,20.354462611970867,-80.13502500816023,0.9437390774295078,156.01201420848903,Not Aligned
2024-10-31 00:40:00,29.97381126813813,-85.5849325671083,25.5433975397763,34.66543567385452,29.97246070790494,-85.5858378735671,0.9094222639476562,173.34312893100451,Not Aligned
2024-10-31 00:45:00,28.726366876911978,-84.8181505765689,23.916567757141536,34.09581229783049,28.726017902563218,-84.82080368808715,0.8893562326062756,262.0644642362983,Not Aligned
2024-10-31 00:50:00,22.973437475400456,-84.78184298616745,28.744828489236614,35.38091413878252,22.973129777927497,-84.78235381876794,0.9619568053476628,62.49025817263982,Aligned
2024-10-31 00:55:00,22.574112301967055,-84.60565644512064,26.43077112536736,35.52511761014829,22.579353983862955,-84.60644736174808,0.8486990518370364,586.125170265052,Not Aligned
2024-10-31 01:00:00,23.81441082105609,-84.82259342895537,25.412624488089193,36.11962812134665,23.818515716151946,-84.82088698282028,0.9766351941228646,486.7561566383703,Not Aligned
2024-10-31 01:05:00,23.56166965314443,-89.91225244938082,25.844505244518555,35.786002743824575,23.559330599245843,-89.91051342314819,0.9122097470733408,314.0564849940131,Not Aligned
2024-10-31 01:10:00,23.72337818385381,-89.98275177890159,28.473933745080213,34.9083688102597,23.72051856602803,-89.98112659444128,0.9218349758759317,357.45060803772975,Not Aligned
2024-10-31 01:15:00,23.182765461194805,-89.02333681873877,31.067416334905143,35.15343930612798,23.183593955299564,-89.02513028008522,0.9750117928337886,205.26890110973554,Not Aligned
2024-10-31 01:20:00,26.211334068483314,-88.9844339657082,26.31125756080361,35.01317547445926,26.216157258507323,-88.98567308245715,0.9635165375698672,548.527943431034,Not Aligned
2024-10-31 01:25:00,21.64263663720624,-82.95103091045203,25.4651327997215,34.94875814361136,21.644968816689893,-82.9512642558222,0.9203124137643801,259.3590458658444,Not Aligned
2024-10-31 01:30:00,28.45981292446013,-87.95083967484,27.28224532228877,34.88331618587611,28.460747153061725,-87.94979338881487,0.9506375407696348,145.67421916331764,Not Aligned
2024-10-31 01:35:00,28.124024840313155,-81.05285895244387,28.111913678702727,35.74793304356697,28.12411269176773,-81.05252916753453,0.8866638980465794,33.832131023197725,Aligned
2024-10-31 01:40:00,24.764832078552704,-80.71393670422981,27.264388654137043,33.8561398618196,24.767986403505585,-80.71231542603068,0.9094755506999492,385.9669574662153,Not Aligned
2024-10-31 01:45:00,28.527299652785477,-80.24106662104101,30.854707129680676,34.42186213843348,28.528655631544684,-80.23811568040755,0.8124140273417023,325.58978359189683,Not Aligned
2024-10-31 01:50:00,22.47145070030293,-80.6091869511298,28.32452034729568,35.509376193390054,22.475914217069292,-80.61018553874506,0.8179715836000094,504.8462352523394,Not Aligned
2024-10-31 01:55:00,20.17565455703967,-87.28111678081476,26.554598184291397,36.03309944749982,20.17327914731482,-87.28203932181306,0.9658850808372664,280.0973380377781,Not Aligned
2024-10-31 02:00:00,26.192079250298228,-84.90223155296488,24.30547475198126,34.737669604387925,26.193926541875296,-84.9009608329927,0.8119343311364994,240.87200256757586,Not Aligned
2024-10-31 02:05:00,24.579094069647155,-88.24545029803059,28.725524907919535,35.55848335592202,24.578967474312062,-88.24461435930321,0.8338798251265215,85.82661000803658,Aligned
2024-10-31 02:10:00,25.671645462958708,-81.93790344827568,29.311025461041197,35.606857802608985,25.673474013393736,-81.93541672115266,0.9591665317900884,321.4987451682587,Not Aligned
2024-10-31 02:15:00,28.99339409018403,-81.11568294855904,27.346976389423187,35.048076100997434,28.99489580268722,-81.11466779523948,0.8002291901256513,193.62009231113112,Not Aligned
2024-10-31 02:20:00,29.699255735659435,-81.48711160702484,27.17722134618391,33.76443442969644,29.701275068077436,-81.48263056456517,0.8564808657691729,488.0141690496443,Not Aligned
2024-10-31 02:25:00,26.344531397556032,-85.66633051303165,26.895773329841912,34.30404361399071,26.347486561849585,-85.66850626256938,0.9168077315653244,392.8994420442247,Not Aligned
2024-10-31 02:30:00,27.640555898524383,-82.4132611531322,27.659359293623847,34.17177017943869,27.644335483683907,-82.41058071941227,0.9190899862938593,495.3665338060754,Not Aligned
2024-10-31 02:35:00,20.838084334871642,-89.0242083042373,25.89451153307848,34.84010402109345,20.84298778121245,-89.0228096518451,0.9554305816458948,562.0634236647111,Not Aligned
2024-10-31 02:40:00,21.607155848915056,-89.5975522938075,25.054463308706502,35.14581616501445,21.60818743751717,-89.59935829594156,0.9011852508984342,219.12534284152866,Not Aligned
2024-10-31 02:45:00,27.332048049529767,-82.4676358569124,27.253068129411012,34.79658334417156,27.331963349582548,-82.4707717754871,0.9018803739061941,310.47784192105206,Not Aligned
2024-10-31 02:50:00,24.31365456388002,-85.74644725671317,28.908267620820396,35.190795621240426,24.312202920342656,-85.74769729484633,0.9450621151081401,204.82280506128248,Not Aligned
2024-10-31 02:55:00,24.459652704044057,-80.04450735260431,26.11207014663922,34.758473787252505,24.461522476724785,-80.04108917718136,0.8997248926532567,403.7250016490085,Not Aligned
2024-10-31 03:00:00,23.086076816354367,-89.02745784144467,25.776596528114435,34.719895511867,23.08874665104922,-89.02426737833281,0.9216982173127234,440.76564273036155,Not Aligned
2024-10-31 03:05:00,26.07356383477744,-81.44372318464767,28.939143636562967,35.099538159979346,26.071866939279378,-81.44298048961768,0.9795548136510102,202.15145987474378,Not Aligned
2024-10-31 03:10:00,21.851650454162026,-85.20016934471008,26.10352304260354,34.88651566263011,21.854939784130522,-85.19989389067706,0.8802902015224744,365.33316351822947,Not Aligned
2024-10-31 03:15:00,26.269162793138957,-81.72849804496123,27.311177713354844,34.05304827159465,26.26996009251819,-81.72921023895447,0.8770250141838445,113.4188861546879,Not Aligned
2024-10-31 03:20:00,21.737988571352396,-81.82872717829855,26.078010949817923,34.81192424940411,21.736476937783912,-81.82810195693726,0.8007097983729543,179.44074453492576,Not Aligned
2024-10-31 03:25:00,20.638260347097138,-80.84007998637922,25.077795587990366,35.25165878178135,20.63756377270815,-80.84002830975022,0.9226852523042464,77.30721944771818,Aligned
2024-10-31 03:30:00,23.303576886990612,-87.02149988713897,26.333643225442433,35.71812653071138,23.302690401465323,-87.01708000303697,0.8059543814814264,462.65619457180316,Not Aligned
2024-10-31 03:35:00,22.311403420098475,-80.50200646537996,27.526393001996745,34.58904079863838,22.310552509602278,-80.50347957658026,0.9008296979456633,178.6515562244814,Not Aligned
2024-10-31 03:40:00,28.889916385563325,-88.4833303964238,28.099477558207703,35.43284873045638,28.89205618835621,-88.48154552101565,0.9608467578064454,294.20484340937384,Not Aligned
2024-10-31 03:45:00,20.549534538686267,-89.18031222406509,26.55308623311732,35.3832256689744,20.552262194143644,-89.17579808138203,0.9099842141039326,559.2645916481226,Not Aligned
2024-10-31 03:50:00,21.76613692574123,-85.68384482627651,30.36774760941083,35.15660523750378,21.770535216904275,-85.68129566064486,0.8539272330433352,553.7999760652691,Not Aligned
2024-10-31 03:55:00,25.487196055830495,-81.71677031358158,29.27110691179206,33.95049174280465,25.486799611365818,-81.71801886698863,0.9572336842898743,133.0005878018183,Not Aligned
2024-10-31 04:00:00,24.81067190847474,-85.26578869366554,26.833711690496436,35.3742990995472,24.81235782100965,-85.26787335406073,0.8539434008165078,281.5983219265897,Not Aligned
2024-10-31 04:05:00,20.458520183747016,-81.70713322469486,27.53217680862862,35.24069415771411,20.458226132146418,-81.70558442228476,0.9466063561891798,164.84973813893643,Not Aligned
2024-10-31 04:10:00,20.072524280151445,-82.70313194205694,28.252725875263344,35.09704224018404,20.073564527957437,-82.7018308956458,0.9220516910380463,178.27481605634466,Not Aligned
2024-10-31 04:15:00,29.880679419611496,-87.90571613861067,28.843729738129575,35.032147847862824,29.878718658836846,-87.90225132041618,0.8339992593496003,399.08926482729606,Not Aligned
2024-10-31 04:20:00,26.58834700358838,-80.51118375100536,25.17149282860492,34.17412301194358,26.5871006093077,-80.509086855308,0.9810267749688372,250.40349377065658,Not Aligned
2024-10-31 04:25:00,23.654061309015567,-89.39218831370597,28.29450764589263,35.78194929156142,23.656667429992886,-89.3921579935543,0.8401287365914392,288.6529932655905,Not Aligned
2024-10-31 04:30:00,24.704322476632413,-81.01720292456206,29.356222349542154,35.88745364751399,24.702355544728203,-81.01730835401928,0.997917414828134,218.13511737601263,Not Aligned
2024-10-31 04:35:00,22.66550120454287,-86.95556551009626,30.291220451525664,34.340168899889136,22.667730866478227,-86.95717782549723,0.8014620977309882,297.3589045871035,Not Aligned
2024-10-31 04:40:00,23.448737836932096,-84.99851916835601,26.640620398265764,35.671854452324624,23.448385538827992,-84.99726043967945,0.8526966754285806,134.40554293687262,Not Aligned
2024-10-31 04:45:00,26.490444672682138,-85.77648127299265,27.092681198320996,35.86671733599572,26.487593599912724,-85.77829016949433,0.8399720594548398,363.7427638536749,Not Aligned
2024-10-31 04:50:00,28.828117988673707,-88.28165443083084,24.810635841565514,34.584778306845806,28.824040849994844,-88.27883445013565,0.8027986820340925,529.1035681000684,Not Aligned
2024-10-31 04:55:00,21.84130023081185,-86.41853133598306,27.795165615421233,35.10128463300836,21.845227153504958,-86.41635302556062,0.9464735800294631,489.6700860956593,Not Aligned
2024-10-31 05:00:00,28.403615053853187,-88.07065563707205,28.03329944725641,34.205744525715694,28.400804220917156,-88.0685407250711,0.9386851604199192,374.1560391615841,Not Aligned
2024-10-31 05:05:00,21.21556629518269,-87.96113524539476,25.835896667625583,34.82509852442029,21.216437549950662,-87.96277889961826,0.9584701928709861,196.0230014271489,Not Aligned
2024-10-31 05:10:00,22.149922235883913,-88.1294316397362,25.822936336064835,35.084749840943196,22.15163013747267,-88.12873156653842,0.8513397092929131,202.4382697068261,Not Aligned
2024-10-31 05:15:00,20.37175288049646,-85.10982619653406,24.225316831072735,34.259368636262636,20.370126476038365,-85.10960480777557,0.888867033416594,181.53491112142015,Not Aligned
2024-10-31 05:20:00,21.408118620929994,-82.02068632488684,29.70181860231224,34.98024478560825,21.40801157019329,-82.01948071211793,0.9318227043243095,125.56487804524282,Not Aligned
2024-10-31 05:25:00,29.173031454640505,-84.31029966238759,25.323546818246477,35.378601494080925,29.174989102460522,-84.30824263662598,0.8879537007776287,295.16221511315297,Not Aligned
2024-10-31 05:30:00,24.594387466183786,-81.06793411449158,28.15041484710672,35.3892167767917,24.595974098553427,-81.06796130859244,0.9394651540635832,175.76791999591856,Not Aligned
2024-10-31 05:35:00,20.776658617783536,-83.63455511423275,26.971527406529336,35.49500688012703,20.776737466650587,-83.6345070812814,0.9267946816880884,10.060881763773661,Aligned
2024-10-31 05:40:00,29.597268380389615,-83.10659884367395,27.71406471045346,34.03370216169355,29.598742189648966,-83.10423898800087,0.8229295606044353,280.97839863464253,Not Aligned
2024-10-31 05:45:00,28.7899230775865,-83.32392770272997,27.801369069465455,34.75043747943249,28.79071860825813,-83.32518670265554,0.9562086242153937,151.27437929072298,Not Aligned
2024-10-31 05:50:00,27.546825208681412,-85.5054080681626,25.352336273789398,35.33729215006318,27.545884375522288,-85.50590139103544,0.9441352718185037,115.08029285344301,Not Aligned
2024-10-31 05:55:00,29.33472791947558,-83.10661177799918,26.522116325564117,35.76720743491186,29.338128900389126,-83.10560010433511,0.931166877523481,389.56381824130517,Not Aligned
2024-10-31 06:00:00,22.20129420835764,-89.30292253531039,27.986348874853483,35.01019340602135,22.202709049527563,-89.30012309456433,0.8310187212542005,328.44009857293526,Not Aligned
2024-10-31 06:05:00,28.363692930100864,-81.40148528084337,29.63817639598162,35.46554141511991,28.361008867746385,-81.40242283032019,0.8535992897590727,311.337289460516,Not Aligned
2024-10-31 06:10:00,26.89991196354306,-82.22187856556083,25.61275501915312,34.33199575264217,26.901955312841405,-82.21729916758163,0.8786354063175201,508.1507452399815,Not Aligned
2024-10-31 06:15:00,28.697592495676883,-87.54770041768322,24.926856040466514,34.27680710338626,28.697361463976897,-87.54940174320555,0.8559859243312887,168.2159059773787,Not Aligned
2024-10-31 06:20:00,27.969115657426297,-82.31967545745917,25.533574628996575,34.189161636246084,27.969536785045,-82.31557489981101,0.8455620581352263,406.14288236161104,Not Aligned
2024-10-31 06:25:00,23.46495063176825,-89.87357398599981,29.225119232501065,34.387284254165905,23.465967021436644,-89.87017480570182,0.9610715340323551,365.0736474918347,Not Aligned
2024-10-31 06:30:00,27.743985370172556,-87.8275342751912,24.983919124738456,36.057589083186684,27.743399475166584,-87.8293944783757,0.9276464492720404,194.55717137345079,Not Aligned
2024-10-31 06:35:00,22.624563029848904,-89.34862761329104,26.746491430624832,34.69439135287281,22.629169105574693,-89.35089201996499,0.9130944263100501,560.6800669636618,Not Aligned
2024-10-31 06:40:00,23.285921630280548,-82.19773083382105,28.491575985730783,35.035733015272676,23.283934994830012,-82.19529110548336,0.8451905421706508,332.7261605805857,Not Aligned
2024-10-31 06:45:00,21.07905717222976,-82.44125848821614,26.237865718631237,35.095863954022036,21.080170547184355,-82.44101329058624,0.9836153124537282,125.87647909093886,Not Aligned
2024-10-31 06:50:00,29.350766159804685,-81.86363976198169,27.636365577228798,34.45068610699824,29.352528862966995,-81.8646536560809,0.8382366078194633,218.78607803271714,Not Aligned
2024-10-31 06:55:00,22.910033634002815,-89.95518306674471,28.291501099353912,34.62273867178217,22.91111605955287,-89.95055966432675,0.9589901865649354,489.22730580863674,Not Aligned
